Blog	four	looking	second	k	music	until	example	want	wrong	series	re	wasn	service	needed	project	came	best	asked	much	life	things	big	had	easy	possible	right	old	support	happy	offer	team	along	love	working	following	such	data	st	years	didn	internet	million	quite	open	city	future	saw	note	take	going	where	many	photos	being	rest	around	traffic	world	favorite	her	am	having	original	tv	th	large	small	past	full	pick	via	company	learn	information	its	always	found	really	major	number	self	also	play	sometimes	set	see	movie	available	whole	community	read	recent	person	amp	d	continue	anything	into	next	link	line	posted	us	ago	results	try	video	let	great	makes	tools	process	high	doing	books	could	david	start	system	haven	face	fact	should	hope	means	stuff	edition	email	ve	site	android	less	web	five	become	problem	told	word	work	interview	after	order	office	them	network	another	john	do	away	com	photo	thanks	night	security	comments	post	months	book	people	way	update	together	change	live	december	write	remember	still	non	half	now	space	shows	care	yourself	ways	mostly	than	online	only	between	article	comes	learning	actually	these	media	real	rules	early	using	business	aren	lot	trying	month	very	learned	family	takes	history	help	soon	event	since	reason	put	american	off	mobile	clear	pretty	during	x	close	won	probably	both	else	look	while	design	used	game	popular	within	similar	doesn	e	youtube	go	does	facebook	click	products	started	control	links	software	including	him	front	keep	art	long	need	able	based	course	she	computer	written	attention	key	police	well	page	twitter	home	noticed	north	he	friends	companies	even	ever	never	call	tell	give	amazing	before	personal	better	weeks	went	side	content	isn	user	mind	seen	don	m	stop	bad	said	against	appeared	three	tiny	website	say	if	make	left	human	yes	yet	save	down	digital	daily	finally	did	run	making	may	man	maybe	talk	nbsp	group	interesting	earlier	thing	think	first	little	anyone	were	show	enough	get	nearly	morning	behind	reading	according	among	those	then	different	pay	same	money	audience	either	videos	general	again	important	u	public	search	two	share	needs	technology	coming	already	through	house	hard	idea	done	least	part	believe	build	most	find	giant	please	point	simple	simply	create	understand	talking	itself	spent	source	bit	google	often	back	use	forward	single	entire	others	later	ll	day	red	text	national	taking	almost	thought	latest	add	smart	works	actual	buy	minutes	special	under	every	school	changes	would	phone	me	times	end	over	writing	each	got	free	days	top	too	tool	took	though	watch	amazon	report	however	news	several	social	everything	christmas	check	no	when	posts	iphone	today	happened	name	turn	place	given	white	any	sure	state	come	case	myself	good	week	without	seems	blog	everyone	there	program	far	sony	list	version	known	short	might	feel	says	story	kind	nothing	his	hit	wrote	c	political	questions	customers	question	called	users	once	issues	apple	app	few	something	six	instead	looks	our	york	their	which	who	why	looked	local	words	view	stories	job	last	will	gets	other	know	january	because	lead	stay	getting	own	apps	made	happen
Go Fug Yourself	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	20	2	0	0	0	0	3	1	1	1	0	0	0	0	10	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	19	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	3	1	1	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	11	1	0	1	0	0	1	0	0	0	0
O'Reilly Radar	4	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	1	0	1	0	0	1	0	0	0	3	1	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	2	0	1	2	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	1	0	2	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	4	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	2	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	5	0	1	1	2	0	0	0	0	0	0	1	2	1	0	0	0	3	0	0	0	0	0	0	0	0
MetaFilter	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	2	3	3	3	2	0	1	0	0	1	0	0	2	0	2	0	0	3	0	0	0	2	0	0	0	0	1	2	0	0	0	0	3	2	3	3	0	0	0	4	0	3	0	0	0	0	1	0	0	0	0	0	2	0	0	1	1	4	0	2	0	1	0	2	2	2	1	1	0	0	1	0	1	0	0	0	2	0	0	2	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	1	2	0	1	0	0	1	0	1	0	0	0	1	1	0	3	1	0	0	1	2	0	1	0	0	0	0	2	0	4	6	2	0	0	1	4	0	0	1	2	0	2	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	2	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	3	0	0	0	2	0	0	2	0	3	0	1	0	0	0	2	0	0	0	0	0	10	1	0	2	1	3	0	0	1	0	2	1	2	1	0	0	0	0	0	1	1	1	0	0	0	2	0	0	2	0	0	1	3	2	0	1	3	1	1	4	0	2	0	3	0	0	2	0	0	0	0	0	1	0	1	1	4	0	0	5	0	1	3	0	0	0	0	0	6	0	3	0	0	2	0	0	1	0	2	1	0	1	0	0	0	1	0	0	0	1	1	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	2	0	0	6	0	0	0	2	0	2	1	0	0	0	0	0	1	1	0	2	2	0	2	0	1	2	3	1	0	0	1	0	1	1	1	0	0	1	0	0	2	0	3	1	0	1	0	0	1	2	0	0	1	0	1	2	2	0	1	0	0	2	0	1	0	1	0	2	2	0	0	4	0	0	0	0	0	1	1	1	0	1	1	2	1	9	0	0	0	1	0	0	1	1	0	2	0	0	0	0	1	0	0	0	1	2	2	7	2	6	0	2	0	0	0	0	2	4	0	0	0	1	3	0	0	1	2	0	0	3
ReadWrite	2	2	4	0	2	0	4	2	1	3	11	2	2	2	2	3	7	3	8	4	7	32	4	10	1	1	9	1	1	0	0	2	2	4	1	1	50	0	6	3	8	1	1	11	0	1	0	1	3	2	6	5	1	4	2	1	0	4	3	4	1	1	4	3	1	1	1	5	1	3	6	8	2	3	26	9	0	5	9	3	1	22	0	4	4	16	2	0	0	1	0	1	0	2	1	1	1	13	1	0	3	0	8	1	0	1	2	3	10	0	1	0	5	2	0	9	4	1	3	0	1	5	5	1	3	0	0	3	3	1	1	2	7	7	5	0	1	4	2	1	7	1	1	10	5	1	0	11	3	7	9	0	1	0	2	1	0	3	13	16	0	1	1	4	0	0	1	10	3	0	8	0	2	0	1	1	4	12	5	9	1	4	1	4	2	11	3	3	0	7	4	7	3	6	4	0	6	1	1	1	2	7	2	0	5	0	3	1	7	16	2	2	0	0	0	4	1	5	1	9	10	0	6	5	1	1	0	2	0	0	2	1	18	0	4	2	0	0	14	3	0	2	6	1	2	3	1	4	3	1	5	4	4	1	0	6	0	20	0	1	0	2	8	17	16	3	3	2	1	0	0	3	1	8	0	3	0	3	4	7	1	0	4	2	1	1	3	1	0	1	2	5	3	12	20	2	2	0	6	1	4	1	0	2	1	0	1	8	0	1	1	104	1	2	1	1	0	11	3	4	11	2	6	11	1	0	2	2	3	1	5	4	5	1	2	4	0	0	0	1	0	1	2	6	2	9	2	2	11	4	1	8	1	3	1	1	3	7	2	9	13	3	1	0	3	1	1	3	1	0	2	3	11	1	3	0	11	14	0	1	1	1	1	0	3	2	5	0	2	2	2	1	1	5	0	0	2	2	0	1	4	1	2	6	13	9	1	2	9	0	2	2	4	4	5	5	0	1	2	0	1	0	2	5	0	17	3	0	2	12	11	2	2	1	0	5	1	4	2	1	4	1	0	1	5	1	9	1	4	1	0	3	9	2	1	2	4	1	1	0	4	0	0	4	1	1	1	1	0	0	1	1	1	0	2	11	1	1	4	18	3	7	0	4	0	21	0	10	15	5	2	0	0	2	2	5	2	2	21	1	11	4	1	3	3	0	2	8	13	8	1
Lifehack	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
Lifehacker	0	0	0	0	0	0	0	4	2	0	12	0	0	0	0	0	5	0	1	3	2	2	0	1	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	1	3	1	1	2	2	2	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0	4	0	0	0	2	1	2	1	1	0	0	0	0	25	1	4	1	1	1	1	1	3	0	0	0	1	0	0	0	0	1	2	1	0	0	0	1	0	0	0	2	0	0	0	0	2	0	1	1	0	0	6	0	2	2	0	0	0	1	0	0	10	0	0	0	0	4	0	0	0	9	0	0	0	0	0	1	0	0	1	1	2	1	3	1	2	0	0	0	1	1	0	0	1	0	0	0	3	1	0	4	0	2	0	0	0	3	0	6	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	2	1	0	0	1	0	0	1	0	0	0	1	1	0	1	2	0	0	0	0	0	2	2	0	0	1	0	2	0	2	0	1	0	2	0	0	0	1	0	1	4	1	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	3	1	4	1	0	2	1	3	0	5	0	2	0	0	0	0	2	0	2	1	5	3	0	2	0	0	0	0	0	0	1	15	6	0	0	0	1	3	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	3	0	0	0	0	10	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	1	4	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	2	0	0	0	4	0	1	1	0	0	0	0	0	1	2	1	3	1	0	0	2	1	2	3	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	2	0	0	0	0	0	1	2	1	0	0	0	1	0	0	0	3	0	1	0	1	0	1	1	1	2	2	0	0	1	2	0	2	1	0	0	1	0	0	0	1	2	0	0	0	0	4	0	1	0	0	2	3	0	0	0	1	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	2	2	3	0	0	0	0	0	1	0	0	4	0	0	0	1	0	1	0	4	1	1	0	0	4	0	0	1	1	5	0	1
The Official Google Blog	1	7	0	3	6	3	2	7	0	6	32	1	5	0	2	6	7	1	3	9	7	4	16	8	0	8	7	8	2	2	5	2	7	4	1	5	3	2	12	2	15	14	1	4	5	2	6	1	7	3	11	7	2	5	2	17	12	28	4	20	1	1	2	5	3	2	0	3	5	3	1	5	7	18	13	4	3	5	0	6	0	27	10	0	8	16	6	10	1	0	1	2	4	8	6	2	0	11	9	1	5	28	13	2	4	3	16	5	3	2	2	1	5	4	1	7	3	4	2	0	3	2	2	2	5	0	0	9	15	2	17	4	5	5	4	1	2	1	9	6	21	3	2	13	3	8	0	11	5	10	3	0	9	1	2	3	4	1	35	10	1	8	1	6	8	2	7	8	1	0	19	2	3	2	2	8	0	21	15	9	2	0	4	2	2	14	3	6	0	1	11	1	2	2	1	5	3	3	7	0	5	21	6	2	5	0	2	3	12	5	0	1	3	1	2	4	1	6	4	14	11	1	3	10	1	1	2	2	1	21	10	3	3	0	2	7	2	0	1	10	4	2	8	1	3	18	4	2	4	6	5	0	4	1	1	3	1	3	9	0	2	14	8	1	17	5	2	6	4	11	3	10	2	5	2	3	1	1	3	1	4	3	4	14	2	2	2	2	0	7	1	1	10	17	15	5	0	1	3	4	4	3	1	2	1	1	10	7	1	0	0	35	0	2	3	2	3	19	7	2	24	13	4	36	3	1	4	0	1	1	10	5	8	1	3	0	0	0	7	1	0	6	13	2	35	11	8	2	11	6	7	20	7	4	1	5	3	6	0	3	15	15	2	0	2	2	3	2	3	3	0	1	0	7	86	3	17	10	4	2	1	5	1	10	23	4	0	8	1	3	1	8	2	0	3	0	3	0	3	2	8	4	1	4	7	8	7	5	9	0	9	11	1	12	20	5	1	4	4	14	2	4	3	8	3	2	4	3	8	13	18	0	1	12	2	2	2	4	3	7	5	3	7	7	2	0	7	49	4	0	2	8	18	7	3	3	7	3	5	1	4	3	0	4	1	0	18	5	1	4	2	3	2	2	5	0	2	2	3	14	6	11	3	0	4	45	4	48	13	46	3	5	5	1	4	5	1	13	37	1	14	10	0	3	4	5	7	10	5	13	1
Google Operating System	0	0	3	2	17	1	6	5	0	0	8	0	1	0	0	0	0	0	1	0	2	1	1	0	0	4	0	6	1	2	0	0	1	0	2	0	6	0	0	0	2	0	0	8	0	0	0	2	1	0	0	4	0	0	0	0	0	2	1	0	0	1	0	0	1	0	0	0	2	6	2	0	0	5	2	4	1	0	1	0	0	8	13	3	0	5	0	5	0	0	2	1	0	1	0	0	0	1	2	11	0	0	8	0	6	1	12	1	1	1	0	0	0	0	0	2	1	0	0	2	0	0	2	0	2	0	0	0	1	3	9	1	1	0	0	0	2	5	0	0	0	0	2	3	0	2	1	2	0	5	1	2	0	0	0	1	0	1	1	1	0	0	3	2	0	0	0	1	1	0	15	0	23	1	0	1	0	2	1	12	1	2	0	0	2	2	1	0	0	0	4	1	0	1	0	0	0	0	1	0	0	3	1	0	1	0	0	0	0	7	0	0	0	3	2	0	0	2	0	0	7	0	5	0	3	0	2	3	0	33	6	0	0	13	3	0	0	12	0	4	0	0	0	0	1	0	2	1	0	0	2	0	0	1	0	1	16	0	0	3	0	2	1	0	7	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	1	0	0	1	14	4	0	0	0	1	5	0	0	0	0	0	0	0	3	0	0	0	4	0	1	0	0	0	5	1	0	0	4	0	1	0	0	0	1	1	0	0	4	7	0	4	0	2	1	6	0	1	1	1	1	30	0	1	0	0	0	3	1	1	0	0	0	0	0	0	0	2	6	0	1	0	2	1	4	0	0	0	0	2	0	114	0	3	12	0	1	1	0	0	3	1	0	3	0	0	1	0	0	12	1	6	0	2	0	3	2	0	0	1	1	0	2	0	0	1	0	1	0	0	0	8	1	0	0	0	1	0	0	0	1	0	0	0	5	3	0	25	0	2	1	0	4	0	1	0	0	1	3	0	0	0	0	1	0	1	1	0	0	9	0	0	0	5	2	0	1	1	0	1	0	0	0	0	0	1	1	0	3	0	1	3	0	0	0	1	13	2	1	0	0	0	0	0	2	4	0	2	0	0	0	0	0	0	2	2	0	5	0	1	4	0	0	0	1	4	0	0
ShoeMoney	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	3	0	2	2	1	0	2	3	0	2	0	0	1	3	0	1	1	1	1	0	0	0	4	0	6	1	0	1	0	0	0	0	0	1	3	1	0	1	0	0	0	2	0	0	1	0	0	0	2	1	0	0	0	0	2	12	6	0	1	2	0	2	1	0	0	4	2	1	0	7	0	0	0	2	21	0	1	0	0	0	0	2	4	0	1	0	1	1	0	0	0	2	1	2	0	0	0	2	5	1	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	1	0	0	0	0	2	1	0	1	0	0	7	0	1	4	3	0	2	0	3	0	0	0	0	0	4	1	2	0	0	0	3	0	0	1	2	0	0	2	0	1	0	1	0	0	1	6	1	0	0	1	0	0	0	0	0	2	0	1	3	0	4	0	1	0	0	0	0	0	0	0	1	2	0	0	1	1	0	0	0	1	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	4	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	4	1	0	2	0	0	6	0	3	3	0	0	0	0	3	0	0	0	2	1	1	0	0	0	0	0	1	1	12	0	0	0	0	0	0	0	3	1	9	5	0	0	0	0	0	2	0	1	0	2	0	0	1	0	0	1	0	0	0	0	0	1	3	0	0	0	12	0	2	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	1	0	0	0	3	0	2	0	0	0	1	1	6	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1	4	1	0	0	1	5	1	2	0	0	2	1	1	2	17	2	1	0	0	1	0	0	0	0	0	0	0	0	2	0	4	2	0	3	0	10	0	0	0	0	0	0	1	0	0	0	1	1	2	7	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	4	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	1	0	5	0	4	2	2	0	0	0	0	0	1	0	1	4	0	1	2	2	2	0	2	1	0	0	1	0
Kotaku	1	1	0	0	3	1	0	1	0	2	2	0	0	0	1	0	2	0	1	4	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	1	5	0	1	0	1	0	0	2	0	0	1	2	1	2	3	2	0	0	0	3	0	2	0	0	0	1	0	0	0	2	0	0	1	1	0	0	4	0	0	1	0	0	0	0	0	0	1	3	1	0	0	2	25	0	0	1	1	0	1	4	1	0	1	0	2	0	0	0	12	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	3	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	1	0	0	5	1	0	0	2	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	3	0	3	3	0	0	0	1	1	0	1	0	1	0	0	0	0	0	5	0	3	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	2	0	0	0	3	0	0	1	1	0	1	1	0	0	0	2	1	1	1	4	1	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	2	0	0	0	1	0	0	1	1	0	0	0	1	0	4	0	0	0	0	0	1	0	1	0	1	2	1	0	0	0	0	0	0	0	0	1	2	0	1	1	1	0	0	0	0	0	1	1	6	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	3	0	1	2	0	1	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	1	0	0	6	2	1	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	2	0	0	0	1	1	1	2	0	0	0	0	1	1	0	0	0	0	0	1	0	5	0	1	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	1	3	0	1	2	0	0	3	0	3	0	1	0	0	0	0	0	0	0	0	1	0	2	1	0	0	5	0	0	3	0	1	1	0	2	0	1	1	0	1	3	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	4	3	0	2	3	2	1	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	2	0	0	2	0
Mashable	0	1	3	2	3	1	1	2	0	0	5	0	5	0	0	0	3	1	1	5	1	1	2	0	0	8	0	2	0	0	1	1	1	1	0	2	1	2	2	3	0	2	0	0	2	1	1	0	3	6	1	2	0	2	0	4	2	22	0	1	0	1	0	2	0	0	2	1	2	0	0	2	1	2	13	1	1	2	1	4	0	22	3	1	0	23	0	0	0	1	31	3	0	0	1	0	6	10	1	0	2	2	19	2	0	2	5	0	0	1	0	0	0	0	2	5	0	5	1	0	4	2	2	0	6	1	0	1	3	0	0	0	0	1	0	0	3	1	3	0	8	0	1	3	0	1	0	2	4	3	0	1	0	7	3	2	2	0	15	3	0	1	2	0	1	1	0	1	3	3	3	0	0	5	0	2	0	6	0	2	0	0	1	0	3	3	2	1	0	2	4	4	0	1	2	2	1	0	0	1	3	4	1	0	1	0	1	3	8	2	0	0	2	0	0	0	0	0	0	2	8	0	3	0	1	1	0	2	4	0	3	0	1	0	0	1	1	0	2	1	1	0	1	0	1	0	1	2	1	2	1	1	0	0	0	3	0	10	2	0	5	17	3	1	2	1	5	0	0	0	0	6	0	7	0	1	0	0	0	1	1	0	7	5	1	0	9	2	2	2	2	0	1	6	8	1	2	2	1	0	2	1	0	0	2	0	3	4	4	3	1	0	0	0	0	1	6	6	1	1	3	1	0	2	2	2	0	1	8	0	2	4	1	0	0	0	0	1	7	0	2	0	15	0	2	6	4	0	1	0	3	3	1	0	0	0	1	1	0	0	4	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	1	2	0	1	0	0	1	5	0	0	2	1	0	1	2	3	3	0	0	1	2	1	0	2	0	0	3	1	0	0	0	4	1	0	2	0	3	0	6	0	2	0	8	0	2	1	5	2	2	2	0	2	15	7	0	5	1	0	0	1	2	2	1	2	1	3	1	2	1	2	3	0	0	1	0	3	1	5	3	0	2	2	1	3	4	3	3	3	2	14	1	0	0	0	0	3	0	0	3	0	0	3	2	4	3	0	0	0	9	3	14	5	7	1	0	1	0	1	0	0	2	18	1	6	1	6	4	0	2	0	3	5	3	0
WIRED	0	2	0	0	0	0	0	2	0	0	4	0	0	0	0	0	3	0	0	0	2	3	1	0	1	2	0	0	1	0	0	0	0	0	0	0	4	0	1	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	1	2	5	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	7	1	0	2	0	0	4	3	2	0	0	1	0	1	0	0	0	0	0	0	1	0	0	5	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	3	2	0	0	0	0	0	0	0	20	0	1	2	2	0	1	0	0	0	0	0	0	0	0	4	5	1	0	0	1	0	1	0	5	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	3	0	0	0	0	1	0	0	1	1	0	0	0	3	2	0	0	0	4	0	0	0	2	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	5	0	1	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	2	0	0	2	1	1	0	0	0	0	20	0	0	0	1	4	1	0	1	0	0	0	0	0	2	0	0	2	0	1	0	0	1	0	0	0	0	1	0	24	1	1	1	0	0	1	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	10	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	2	0	0	2	1	1	0	3	0	0	0	2	0	0	0	1	5	0	0	2	1	1	2	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	2	4	0	0	0	0	4	0	1	0	3	1	1	0	1	0	1	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	18	0	2	3	2	0	0	0	0	1	4	0	3	7	0	4	2	0	1	0	0	0	2	0	0	3
